pha_name,pha_participant_code,pha_geography,pha_county_fips_code,pha_place_fips_code,pha_state_fips_code,year,pha_total_occupied_units,pha_filings,pha_households_threatened,pha_filing_rate,pha_hhlds_threatened_rate
ARAB,AL091,City,,0102116,01,2009,105,0,0,0,0
AUBURN,AL050,City,,0103076,01,2009,254.38,5,5,1.97,1.97
LAFAYETTE,AL159,City,,0140672,01,2009,99.959999,0,0,0,0
DEMOPOLIS,AL109,City,,0120296,01,2009,176.39999,0,0,0,0
CROSSVILLE,AL082,City,,0118856,01,2009,30,0,0,0,0
ASHFORD,AL144,City,,0102836,01,2009,75.239998,0,0,0,0
RAGLAND,AL108,City,,0163216,01,2009,49.799999,0,0,0,0
ENTERPRISE,AL115,City,,0124184,01,2009,147,4,4,2.72,2.72
SYLACAUGA,AL057,City,,0174352,01,2009,613.47998,21,20,3.4200001,3.26
MIDLAND CITY,AL124,City,,0148400,01,2009,46,3,3,6.52,6.52
HANCEVILLE,AL093,City,,0132968,01,2009,42.84,1,1,2.3299999,2.3299999
BLOUNTSVILLE,AL134,City,,0107456,01,2009,80.080002,0,0,0,0
ALICEVILLE,AL098,City,,0101228,01,2009,169.53999,3,3,1.77,1.77
TALLASSEE,AL172,City,,0174688,01,2009,75,5,5,6.6700001,6.6700001
FLORALA,AL111,City,,0126848,01,2009,42,1,1,2.3800001,2.3800001
RUSSELLVILLE,AL060,City,,0167056,01,2009,198.55,3,3,1.51,1.51
HEADLAND,AL123,City,,0133856,01,2009,49,0,0,0,0
ROANOKE,AL065,City,,0165040,01,2009,46,0,0,0,0
GREENVILLE,AL155,City,,0131912,01,2009,188,1,1,.52999997,.52999997
GOODWATER,AL132,City,,0130640,01,2009,36,0,0,0,0
ALTOONA,AL102,City,,0101660,01,2009,89.239998,0,0,0,0
ABBEVILLE,AL101,City,,0100124,01,2009,38,0,0,0,0
HAMILTON,AL053,City,,0132848,01,2009,430.76001,8,8,1.86,1.86
PARRISH,AL153,City,,0158272,01,2009,18,0,0,0,0
UNION SPRINGS,AL070,City,,0177880,01,2009,122.31,6,6,4.9099998,4.9099998
HUNTSVILLE,AL047,City,,0137000,01,2009,1577.97,172,149,10.9,9.4399996
FAYETTE,AL137,City & County,01057,0125840,01,2009,141,3,3,2.1300001,2.1300001
EUFAULA,AL118,City,,0124568,01,2009,358.14999,0,0,0,0
COLLINSVILLE,AL083,City,,0116600,01,2009,52.200001,0,0,0,0
UNIONTOWN,AL171,City,,0177904,01,2009,93.059998,2,2,2.1500001,2.1500001
ALEXANDER CITY,AL174,City,,0101132,01,2009,477,58,51,12.16,10.69
SUMITON,AL176,City,,0173848,01,2009,32.799999,0,0,0,0
FORT PAYNE,AL011,City,,0127616,01,2009,271.39999,11,10,4.0500002,3.6800001
ONEONTA,AL063,City,,0157000,01,2009,163.2,2,2,1.23,1.23
COTTONWOOD,AL104,City,,0117824,01,2009,47.169998,0,0,0,0
BREWTON,AL156,City,,0109208,01,2009,60,0,0,0,0
CLAYTON,AL158,City,,0115376,01,2009,40.18,1,1,2.49,2.49
FOLEY,AL165,City,,0126992,01,2009,75.68,4,4,5.29,5.29
STEVENSON,AL167,City,,0173080,01,2009,86.400002,2,2,2.3099999,2.3099999
ELBA,AL107,City,,0123296,01,2009,117.5,2,2,1.7,1.7
GADSDEN,AL049,City,,0128696,01,2009,911.82001,146,122,16.01,13.38
LUVERNE,AL088,City,,0144728,01,2009,139.59,0,0,0,0
FLORENCE,AL054,City,,0126896,01,2009,625.91998,21,20,3.3599999,3.2
SLOCOMB,AL143,City,,0171040,01,2009,13.02,0,0,0,0
JACKSONVILLE,AL139,City,,0138272,01,2009,357.12,1,1,.28,.28
ATTALLA,AL009,City,,0103028,01,2009,108.9,4,4,3.6700001,3.6700001
GUIN,AL071,City,,0132224,01,2009,181.17,0,0,0,0
PRATTVILLE,AL131,City,,0162328,01,2009,94.339996,3,3,3.1800001,3.1800001
VALLEY,AL199,City,,0178204,01,2009,43,0,0,0,0
SHEFFIELD,AL068,City,,0169648,01,2009,246.39999,5,5,2.03,2.03
RAINSVILLE,AL168,City,,0163336,01,2009,98,0,0,0,0
DALEVILLE,AL179,City,,0119360,01,2009,62.299999,2,2,3.21,3.21
BOAZ,AL075,City,,0107912,01,2009,414.92001,11,11,2.6500001,2.6500001
CENTRE,AL140,City,,0113648,01,2009,158.39999,4,4,2.53,2.53
YORK,AL116,City,,0184096,01,2009,78.300003,0,0,0,0
GEORGIANA,AL094,City,,0129560,01,2009,67,5,5,7.46,7.46
MONTGOMERY,AL006,City & County,01101,0151000,01,2009,1440.72,59,55,4.0999999,3.8199999
LINDEN,AL120,City,,0143240,01,2009,40,3,3,7.5,7.5
TUSCUMBIA,AL059,City,,0177280,01,2009,219.31,0,0,0,0
ATHENS,AL067,City,,0102956,01,2009,213.60001,20,20,9.3599997,9.3599997
DECATUR,AL048,City,,0120104,01,2009,603.90002,29,27,4.8000002,4.4699998
TUSKEGEE,AL160,City,,0177304,01,2009,288.72,6,6,2.0799999,2.0799999
EVERGREEN,AL181,City,,0124808,01,2009,74.699997,2,1,2.6800001,1.34
CLANTON,AL150,City,,0115136,01,2009,161.98,3,3,1.85,1.85
NEWTON,AL142,City,,0154480,01,2009,23.1,1,1,4.3299999,4.3299999
HALEYVILLE,AL056,City,,0132704,01,2009,242,5,5,2.0699999,2.0699999
ATMORE,AL154,City,,0103004,01,2009,67.32,0,0,0,0
TRIANA,AL182,City,,0176824,01,2009,23.040001,0,0,0,0
DADEVILLE,AL178,City,,0119336,01,2009,67.339996,0,0,0,0
MOBILE,AL002,City,,0150000,01,2009,2425.0601,145,131,5.98,5.4000001
NEW BROCKTON,AL149,City,,0153856,01,2009,36,1,1,2.78,2.78
ANNISTON,AL004,City,,0101852,01,2009,725.56,32,32,4.4099998,4.4099998
GORDO,AL138,City,,0130736,01,2009,121.52,5,5,4.1100001,4.1100001
WALKER COUNTY,AL129,County,01127,,01,2009,88.349998,2,2,2.26,2.26
SULLIGENT,AL119,City,,0173728,01,2009,120.54,0,0,0,0
LINEVILLE,AL114,City,,0143264,01,2009,189.09,0,0,0,0
HOBSON CITY,AL133,City,,0135152,01,2009,55.799999,0,0,0,0
MOBILE COUNTY,AL202,County,01097,,01,2009,47,4,4,8.5100002,8.5100002
GREENE COUNTY,AL190,County,01063,,01,2009,174.72,3,3,1.72,1.72
ANDALUSIA,AL127,City,,0101708,01,2009,117.6,1,1,.85000002,.85000002
HARTFORD,AL103,City,,0133424,01,2009,31.959999,0,0,0,0
SAMSON,AL128,City,,0167800,01,2009,183.17999,10,7,5.46,3.8199999
CORDOVA,AL055,City,,0117368,01,2009,54,0,0,0,0
OPP,AL112,City,,0157120,01,2009,151.3,1,1,.66000003,.66000003
ALBERTVILLE,AL121,City,,0100988,01,2009,142.67999,0,0,0,0
OZARK,AL073,City,,0157648,01,2009,367.07999,4,4,1.09,1.09
REFORM,AL066,City,,0164104,01,2009,54,0,0,0,0
RED BAY,AL051,City,,0163576,01,2009,155.8,1,1,.63999999,.63999999
SELMA,AL008,City,,0169120,01,2009,552.96002,30,26,5.4299998,4.6999998
TRIANA,AL182,City,,0176824,01,2010,24,1,1,4.1700001,4.1700001
GUIN,AL071,City,,0132224,01,2010,179.34,2,2,1.12,1.12
VALLEY,AL199,City,,0178204,01,2010,47,0,0,0,0
LAFAYETTE,AL159,City,,0140672,01,2010,100.98,1,1,.99000001,.99000001
ALICEVILLE,AL098,City,,0101228,01,2010,173,2,2,1.16,1.16
WASHINGTON COUNTY,AL117,County,01129,,01,2010,30,2,1,6.6700001,3.3299999
YORK,AL116,City,,0184096,01,2010,71.099998,0,0,0,0
MIDLAND CITY,AL124,City,,0148400,01,2010,41.860001,3,3,7.1700001,7.1700001
CROSSVILLE,AL082,City,,0118856,01,2010,27,2,1,7.4099998,3.7
ROANOKE,AL065,City,,0165040,01,2010,47,0,0,0,0
SHEFFIELD,AL068,City,,0169648,01,2010,407.88,2,2,.49000001,.49000001
REFORM,AL066,City,,0164104,01,2010,58.200001,0,0,0,0
JACKSONVILLE,AL139,City,,0138272,01,2010,173.25,6,6,3.46,3.46
CLAYTON,AL158,City,,0115376,01,2010,38,0,0,0,0
DOTHAN,AL007,City,,0121184,01,2010,629.79999,2,2,.31999999,.31999999
ANNISTON,AL004,City,,0101852,01,2010,718.08002,53,53,7.3800001,7.3800001
TUSCUMBIA,AL059,City,,0177280,01,2010,212.08,0,0,0,0
FOLEY,AL165,City,,0126992,01,2010,82.720001,1,1,1.21,1.21
LIVINGSTON,AL175,City,,0143720,01,2010,93.5,0,0,0,0
HAMILTON,AL053,City,,0132848,01,2010,430.76001,3,3,.69999999,.69999999
HEFLIN,AL096,City,,0133976,01,2010,31.959999,1,1,3.1300001,3.1300001
OZARK,AL073,City,,0157648,01,2010,385.14001,6,6,1.5599999,1.5599999
SLOCOMB,AL143,City,,0171040,01,2010,14,0,0,0,0
FLORALA,AL111,City,,0126848,01,2010,41.16,1,1,2.4300001,2.4300001
GEORGIANA,AL094,City,,0129560,01,2010,84,0,0,0,0
GREENSBORO,AL157,City,,0131720,01,2010,60.060001,0,0,0,0
DALEVILLE,AL179,City,,0119360,01,2010,67.199997,1,1,1.49,1.49
BOAZ,AL075,City,,0107912,01,2010,432.95999,8,8,1.85,1.85
LUVERNE,AL088,City,,0144728,01,2010,139.59,0,0,0,0
ONEONTA,AL063,City,,0157000,01,2010,156.39999,0,0,0,0
CENTRE,AL140,City,,0113648,01,2010,160,4,4,2.5,2.5
GADSDEN,AL049,City,,0128696,01,2010,953.79999,198,173,20.76,18.139999
ANDALUSIA,AL127,City,,0101708,01,2010,117.6,1,1,.85000002,.85000002
UNION SPRINGS,AL070,City,,0177880,01,2010,143.45,7,6,4.8800001,4.1799998
KENNEDY,AL141,City,,0139520,01,2010,13.02,0,0,0,0
SCOTTSBORO,AL099,City,,0168736,01,2010,309.67999,3,3,.97000003,.97000003
RAINSVILLE,AL168,City,,0163336,01,2010,98,0,0,0,0
LINDEN,AL120,City,,0143240,01,2010,42,2,2,4.7600002,4.7600002
MILLPORT,AL095,City,,0148808,01,2010,44,0,0,0,0
BERRY,AL078,City,,0105932,01,2010,58.200001,0,0,0,0
HOBSON CITY,AL133,City,,0135152,01,2010,55.799999,0,0,0,0
GREENVILLE,AL155,City,,0131912,01,2010,192,0,0,0,0
LINEVILLE,AL114,City,,0143264,01,2010,191,1,1,.51999998,.51999998
DECATUR,AL048,City,,0120104,01,2010,587.82001,21,21,3.5699999,3.5699999
HANCEVILLE,AL093,City,,0132968,01,2010,49.98,1,1,2,2
HUNTSVILLE,AL047,City,,0137000,01,2010,1595.7,74,72,4.6399999,4.5100002
ALTOONA,AL102,City,,0101660,01,2010,97,2,2,2.0599999,2.0599999
ARAB,AL091,City,,0102116,01,2010,105,1,1,.94999999,.94999999
EUFAULA,AL118,City,,0124568,01,2010,343.07001,0,0,0,0
TUSKEGEE,AL160,City,,0177304,01,2010,308.76999,7,7,2.27,2.27
BREWTON,AL156,City,,0109208,01,2010,66.400002,1,1,1.51,1.51
SELMA,AL008,City,,0169120,01,2010,540.5,43,39,7.96,7.2199998
AUBURN,AL050,City,,0103076,01,2010,258.39999,10,10,3.8699999,3.8699999
GUNTERSVILLE,AL014,City,,0132416,01,2010,325.5,5,5,1.54,1.54
BRIDGEPORT,AL147,City,,0109328,01,2010,59.220001,0,0,0,0
BLOUNTSVILLE,AL134,City,,0107456,01,2010,88,0,0,0,0
RED BAY,AL051,City,,0163576,01,2010,160.72,4,4,2.49,2.49
FORT PAYNE,AL011,City,,0127616,01,2010,262.54999,10,10,3.8099999,3.8099999
GORDO,AL138,City,,0130736,01,2010,80,2,2,2.5,2.5
RUSSELLVILLE,AL060,City,,0167056,01,2010,209,3,3,1.4400001,1.4400001
WINFIELD,AL058,City,,0182992,01,2010,125.55,0,0,0,0
JASPER,AL012,City,,0138416,01,2010,280.14001,0,0,0,0
ABBEVILLE,AL101,City,,0100124,01,2010,38,0,0,0,0
FLORENCE,AL054,City,,0126896,01,2010,625.91998,28,27,4.4699998,4.3099999
STEVENSON,AL167,City,,0173080,01,2010,84.599998,1,1,1.1799999,1.1799999
COLLINSVILLE,AL083,City,,0116600,01,2010,60,0,0,0,0
WALKER COUNTY,AL129,County,01127,,01,2010,146.47,8,8,5.46,5.46
HALEYVILLE,AL056,City,,0132704,01,2010,266.75,2,2,.75,.75
VERNON,AL084,City,,0178480,01,2010,130.5,2,2,1.53,1.53
SUMITON,AL176,City,,0173848,01,2010,38.130001,0,0,0,0
OPELIKA,AL061,City,,0157048,01,2010,589.71997,30,28,5.0900002,4.75
BEAR CREEK,AL081,City,,0104852,01,2010,24,0,0,0,0
ALBERTVILLE,AL121,City,,0100988,01,2010,149.24001,1,1,.67000002,.67000002
FAYETTE,AL137,City & County,01057,0125840,01,2010,126.84,0,0,0,0
LANETT,AL062,City,,0141296,01,2010,298.48001,8,8,2.6800001,2.6800001
BRANTLEY,AL145,City,,0109016,01,2010,98,0,0,0,0
PIEDMONT,AL110,City,,0159640,01,2010,196.46001,13,13,6.6199999,6.6199999
HACKLEBURG,AL076,City,,0132560,01,2010,57.040001,2,2,3.51,3.51
CULLMAN,AL052,City & County,01043,0118976,01,2010,299.92001,1,1,.33000001,.33000001
HARTSELLE,AL087,City,,0133448,01,2010,184.14,5,4,2.72,2.1700001
SULLIGENT,AL119,City,,0173728,01,2010,114.39,0,0,0,0
NEWTON,AL142,City,,0154480,01,2010,30.030001,0,0,0,0
UNIONTOWN,AL171,City,,0177904,01,2010,95.040001,3,3,3.1600001,3.1600001
HARTFORD,AL103,City,,0133424,01,2010,32.98,2,2,6.0599999,6.0599999
ATTALLA,AL009,City,,0103028,01,2010,103.4,0,0,0,0
ASHLAND,AL136,City,,0102860,01,2010,183.08,0,0,0,0
BAY MINETTE,AL164,City,,0104660,01,2010,106.92,0,0,0,0
HEADLAND,AL123,City,,0133856,01,2010,49,0,0,0,0
ALEXANDER CITY,AL174,City,,0101132,01,2010,472.23001,61,56,12.92,11.86
CARBON HILL,AL064,City,,0112016,01,2010,106.7,0,0,0,0
OPP,AL112,City,,0157120,01,2010,161.5,0,0,0,0
MOULTON,AL080,City,,0151600,01,2010,56.84,0,0,0,0
ATMORE,AL154,City,,0103004,01,2010,61.200001,0,0,0,0
ASHFORD,AL144,City,,0102836,01,2010,76,0,0,0,0
DADEVILLE,AL178,City,,0119336,01,2010,73.260002,0,0,0,0
DEMOPOLIS,AL109,City,,0120296,01,2010,176.39999,0,0,0,0
PARRISH,AL153,City,,0158272,01,2010,18,0,0,0,0
PHIL CAMPBELL,AL090,City,,0159496,01,2010,58.279999,0,0,0,0
TALLASSEE,AL172,City,,0174688,01,2010,70,1,1,1.4299999,1.4299999
GREENE COUNTY,AL190,County,01063,,01,2011,173.81,10,10,5.75,5.75
BREWTON,AL156,City,,0109208,01,2011,71.199997,0,0,0,0
BLOUNTSVILLE,AL134,City,,0107456,01,2011,86.239998,1,1,1.16,1.16
GEORGIANA,AL094,City,,0129560,01,2011,87,1,1,1.15,1.15
DECATUR,AL048,City,,0120104,01,2011,595.97998,35,35,5.8699999,5.8699999
FORT PAYNE,AL011,City,,0127616,01,2011,262.54999,14,13,5.3299999,4.9499998
SULLIGENT,AL119,City,,0173728,01,2011,120.54,2,2,1.66,1.66
PELL CITY,AL106,City,,0158896,01,2011,74.879997,0,0,0,0
LINDEN,AL120,City,,0143240,01,2011,47,1,1,2.1300001,2.1300001
CULLMAN,AL052,City & County,01043,0118976,01,2011,310.39999,4,4,1.29,1.29
HACKLEBURG,AL076,City,,0132560,01,2011,27.9,0,0,0,0
ALBERTVILLE,AL121,City,,0100988,01,2011,157.44,1,1,.63999999,.63999999
SUMITON,AL176,City,,0173848,01,2011,38.130001,0,0,0,0
RAINSVILLE,AL168,City,,0163336,01,2011,98,0,0,0,0
GOODWATER,AL132,City,,0130640,01,2011,36,0,0,0,0
BRENT,AL151,City,,0109136,01,2011,69.300003,0,0,0,0
ROANOKE,AL065,City,,0165040,01,2011,47,1,1,2.1300001,2.1300001
ANNISTON,AL004,City,,0101852,01,2011,718.08002,59,56,8.2200003,7.8000002
ONEONTA,AL063,City,,0157000,01,2011,161.5,0,0,0,0
GUNTERSVILLE,AL014,City,,0132416,01,2011,308,10,10,3.25,3.25
GORDO,AL138,City,,0130736,01,2011,78.400002,3,3,3.8299999,3.8299999
HEFLIN,AL096,City,,0133976,01,2011,32.98,1,1,3.03,3.03
BEAR CREEK,AL081,City,,0104852,01,2011,24,1,1,4.1700001,4.1700001
JASPER,AL012,City,,0138416,01,2011,270.48001,13,13,4.8099999,4.8099999
PIEDMONT,AL110,City,,0159640,01,2011,200.45,6,6,2.99,2.99
LANETT,AL062,City,,0141296,01,2011,331.23999,5,5,1.51,1.51
CHILDERSBURG,AL122,City,,0114464,01,2011,186.2,2,2,1.0700001,1.0700001
WINFIELD,AL058,City,,0182992,01,2011,132.3,1,1,.75999999,.75999999
LINEVILLE,AL114,City,,0143264,01,2011,185.27,3,3,1.62,1.62
FLORENCE,AL054,City,,0126896,01,2011,638.96002,29,28,4.54,4.3800001
PHIL CAMPBELL,AL090,City,,0159496,01,2011,17.98,0,0,0,0
HOBSON CITY,AL133,City,,0135152,01,2011,57,0,0,0,0
DEMOPOLIS,AL109,City,,0120296,01,2011,174.60001,2,2,1.15,1.15
CARBON HILL,AL064,City,,0112016,01,2011,107.8,5,5,4.6399999,4.6399999
TUSKEGEE,AL160,City,,0177304,01,2011,338.51999,12,12,3.54,3.54
STEVENSON,AL167,City,,0173080,01,2011,84.599998,2,2,2.3599999,2.3599999
TRIANA,AL182,City,,0176824,01,2011,23.040001,1,1,4.3400002,4.3400002
SCOTTSBORO,AL099,City,,0168736,01,2011,312.84,4,4,1.28,1.28
UNIONTOWN,AL171,City,,0177904,01,2011,90.089996,3,3,3.3299999,3.3299999
LAFAYETTE,AL159,City,,0140672,01,2011,99.959999,0,0,0,0
CLAYTON,AL158,City,,0115376,01,2011,38,0,0,0,0
GADSDEN,AL049,City,,0128696,01,2011,913.64001,228,162,24.959999,17.73
GREENVILLE,AL155,City,,0131912,01,2011,196,0,0,0,0
REFORM,AL066,City,,0164104,01,2011,60,1,1,1.67,1.67
BERRY,AL078,City,,0105932,01,2011,60,0,0,0,0
ASHLAND,AL136,City,,0102860,01,2011,187.06,1,1,.52999997,.52999997
HANCEVILLE,AL093,City,,0132968,01,2011,49.98,0,0,0,0
VALLEY,AL199,City,,0178204,01,2011,45,0,0,0,0
EVERGREEN,AL181,City,,0124808,01,2011,87.300003,1,1,1.15,1.15
ALICEVILLE,AL098,City,,0101228,01,2011,169.53999,3,3,1.77,1.77
ARAB,AL091,City,,0102116,01,2011,102.9,0,0,0,0
RED BAY,AL051,City,,0163576,01,2011,157.44,0,0,0,0
ABBEVILLE,AL101,City,,0100124,01,2011,38,0,0,0,0
LUVERNE,AL088,City,,0144728,01,2011,139.59,0,0,0,0
SYLACAUGA,AL057,City,,0174352,01,2011,613.47998,26,25,4.2399998,4.0799999
HUNTSVILLE,AL047,City,,0137000,01,2011,1599.33,65,58,4.0599999,3.6300001
EUTAW,AL146,City,,0124664,01,2011,48,1,1,2.0799999,2.0799999
WASHINGTON COUNTY,AL117,County,01129,,01,2011,30,2,2,6.6700001,6.6700001
TALLADEGA,AL105,City & County,01121,0174592,01,2011,479.04001,4,4,.83999997,.83999997
SLOCOMB,AL143,City,,0171040,01,2011,13.02,0,0,0,0
MARION,AL161,City,,0146768,01,2011,57,0,0,0,0
JACKSONVILLE,AL139,City,,0138272,01,2011,173.25,3,3,1.73,1.73
YORK,AL116,City,,0184096,01,2011,86.400002,0,0,0,0
CROSSVILLE,AL082,City,,0118856,01,2011,30,0,0,0,0
MOULTON,AL080,City,,0151600,01,2011,56.84,1,1,1.76,1.76
GREENSBORO,AL157,City,,0131720,01,2011,62.700001,0,0,0,0
ATTALLA,AL009,City,,0103028,01,2011,104.5,6,6,5.7399998,5.7399998
HAMILTON,AL053,City,,0132848,01,2011,450.12,6,6,1.33,1.33
COLLINSVILLE,AL083,City,,0116600,01,2011,55.799999,1,1,1.79,1.79
PRATTVILLE,AL131,City,,0162328,01,2011,100.7,4,4,3.97,3.97
MILLPORT,AL095,City,,0148808,01,2011,44,1,1,2.27,2.27
RAGLAND,AL108,City,,0163216,01,2011,57,1,1,1.75,1.75
FAYETTE,AL137,City & County,01057,0125840,01,2011,143.45,3,3,2.0899999,2.0899999
FORT DEPOSIT,AL193,City,,0127520,01,2011,44,1,1,2.27,2.27
GUIN,AL071,City,,0132224,01,2011,181.17,7,7,3.8599999,3.8599999
WALKER COUNTY,AL129,County,01127,,01,2011,144.96001,3,3,2.0699999,2.0699999
LIVINGSTON,AL175,City,,0143720,01,2011,102.3,0,0,0,0
BOAZ,AL075,City,,0107912,01,2011,437.47,7,7,1.6,1.6
ATMORE,AL154,City,,0103004,01,2011,67.32,2,2,2.97,2.97
BRIDGEPORT,AL147,City,,0109328,01,2011,61.740002,0,0,0,0
HARTSELLE,AL087,City,,0133448,01,2011,180.42,3,2,1.66,1.11
HEADLAND,AL123,City,,0133856,01,2011,50,1,1,2,2
RUSSELLVILLE,AL060,City,,0167056,01,2011,209,9,9,4.3099999,4.3099999
HARTFORD,AL103,City,,0133424,01,2011,34,0,0,0,0
ALTOONA,AL102,City,,0101660,01,2011,97,2,2,2.0599999,2.0599999
VERNON,AL084,City,,0178480,01,2011,133.39999,1,1,.75,.75
EUFAULA,AL118,City,,0124568,01,2011,346.84,1,1,.28999999,.28999999
MONROEVILLE,AL173,City,,0150192,01,2011,96,0,0,0,0
BRANTLEY,AL145,City,,0109016,01,2011,100,0,0,0,0
KENNEDY,AL141,City,,0139520,01,2011,14,0,0,0,0
ATHENS,AL067,City,,0102956,01,2011,216,15,15,6.9400001,6.9400001
BESSEMER,AL125,City,,0105980,01,2012,1016.6,30,29,2.95,2.8499999
LINDEN,AL120,City,,0143240,01,2012,47,2,2,4.2600002,4.2600002
TUSCUMBIA,AL059,City,,0177280,01,2012,223.2,4,4,1.79,1.79
CARBON HILL,AL064,City,,0112016,01,2012,107.8,6,6,5.5700002,5.5700002
LINEVILLE,AL114,City,,0143264,01,2012,187.17999,0,0,0,0
RAINSVILLE,AL168,City,,0163336,01,2012,98,1,1,1.02,1.02
LIVINGSTON,AL175,City,,0143720,01,2012,105.6,3,3,2.8399999,2.8399999
ALBERTVILLE,AL121,City,,0100988,01,2012,164,0,0,0,0
MONTEVALLO,AL079,City,,0150312,01,2012,69.120003,5,5,7.23,7.23
AUBURN,AL050,City,,0103076,01,2012,294.88,10,10,3.3900001,3.3900001
FLORENCE,AL054,City,,0126896,01,2012,658.56,22,22,3.3399999,3.3399999
MONROEVILLE,AL173,City,,0150192,01,2012,99,0,0,0,0
CULLMAN,AL052,City & County,01043,0118976,01,2012,320,5,5,1.5599999,1.5599999
WALKER COUNTY,AL129,County,01127,,01,2012,149.49001,0,0,0,0
CALERA,AL085,City,,0111416,01,2012,123.48,2,2,1.62,1.62
JEFFERSON COUNTY,AL086,County,01073,,01,2012,533.82001,20,19,3.75,3.5599999
FOLEY,AL165,City,,0126992,01,2012,77.440002,5,5,6.46,6.46
HUNTSVILLE,AL047,City,,0137000,01,2012,1682.59,106,101,6.3000002,6
HANCEVILLE,AL093,City,,0132968,01,2012,51,0,0,0,0
DADEVILLE,AL178,City,,0119336,01,2012,74,1,1,1.35,1.35
GREENE COUNTY,AL190,County,01063,,01,2012,179.53999,10,10,5.5700002,5.5700002
OPP,AL112,City,,0157120,01,2012,161.5,1,1,.62,.62
ABBEVILLE,AL101,City,,0100124,01,2012,40,0,0,0,0
ATMORE,AL154,City,,0103004,01,2012,67.32,0,0,0,0
MIDLAND CITY,AL124,City,,0148400,01,2012,45.080002,4,4,8.8699999,8.8699999
FAIRFIELD,AL010,City,,0125120,01,2012,286.89999,9,8,3.1400001,2.79
NEWTON,AL142,City,,0154480,01,2012,33,1,1,3.03,3.03
BRANTLEY,AL145,City,,0109016,01,2012,99,1,1,1.01,1.01
STEVENSON,AL167,City,,0173080,01,2012,83.699997,1,1,1.1900001,1.1900001
ASHLAND,AL136,City,,0102860,01,2012,195.02,0,0,0,0
HACKLEBURG,AL076,City,,0132560,01,2012,26.040001,0,0,0,0
SYLACAUGA,AL057,City,,0174352,01,2012,613.47998,30,26,4.8899999,4.2399998
BIRMINGHAM,AL001,City,,0107000,01,2012,4699.2402,254,245,5.4099998,5.21
FORT DEPOSIT,AL193,City,,0127520,01,2012,46,1,1,2.1700001,2.1700001
JACKSONVILLE,AL139,City,,0138272,01,2012,173.25,0,0,0,0
GADSDEN,AL049,City,,0128696,01,2012,925.29999,203,176,21.940001,19.02
TARRANT,AL013,City,,0174976,01,2012,95.059998,1,1,1.05,1.05
CLAYTON,AL158,City,,0115376,01,2012,40,0,0,0,0
RED BAY,AL051,City,,0163576,01,2012,160.72,0,0,0,0
YORK,AL116,City,,0184096,01,2012,82.800003,0,0,0,0
COLUMBIANA,AL072,City,,0116768,01,2012,157.78,0,0,0,0
ELBA,AL107,City,,0123296,01,2012,121.25,5,5,4.1199999,4.1199999
ARAB,AL091,City,,0102116,01,2012,105,0,0,0,0
TUSKEGEE,AL160,City,,0177304,01,2012,340.85001,10,10,2.9300001,2.9300001
GEORGIANA,AL094,City,,0129560,01,2012,90,1,1,1.11,1.11
TRIANA,AL182,City,,0176824,01,2012,22.08,1,1,4.5300002,4.5300002
PRATTVILLE,AL131,City,,0162328,01,2012,103.88,6,5,5.7800002,4.8099999
SULLIGENT,AL119,City,,0173728,01,2012,118.08,0,0,0,0
PARRISH,AL153,City,,0158272,01,2012,18,0,0,0,0
SELMA,AL008,City,,0169120,01,2012,544.34998,42,37,7.7199998,6.8000002
LAFAYETTE,AL159,City,,0140672,01,2012,99.959999,0,0,0,0
LEEDS,AL069,City,,0141968,01,2012,158,4,4,2.53,2.53
VERNON,AL084,City,,0178480,01,2012,133.39999,0,0,0,0
RAGLAND,AL108,City,,0163216,01,2012,58.799999,2,2,3.4000001,3.4000001
SLOCOMB,AL143,City,,0171040,01,2012,14,0,0,0,0
ANNISTON,AL004,City,,0101852,01,2012,710.59998,61,59,8.5799999,8.3000002
MILLPORT,AL095,City,,0148808,01,2012,43.119999,0,0,0,0
BEAR CREEK,AL081,City,,0104852,01,2012,24,0,0,0,0
MARION,AL161,City,,0146768,01,2012,55.860001,1,1,1.79,1.79
BRIDGEPORT,AL147,City,,0109328,01,2012,59.220001,0,0,0,0
BOAZ,AL075,City,,0107912,01,2012,437.47,15,15,3.4300001,3.4300001
SUMITON,AL176,City,,0173848,01,2012,38.130001,0,0,0,0
HEFLIN,AL096,City,,0133976,01,2012,31.959999,1,1,3.1300001,3.1300001
BAY MINETTE,AL164,City,,0104660,01,2012,106.92,0,0,0,0
MOULTON,AL080,City,,0151600,01,2012,56.84,1,1,1.76,1.76
ROANOKE,AL065,City,,0165040,01,2012,48,2,2,4.1700001,4.1700001
GORDO,AL138,City,,0130736,01,2012,79.199997,2,2,2.53,2.53
GREENVILLE,AL155,City,,0131912,01,2012,184,2,2,1.09,1.09
EUTAW,AL146,City,,0124664,01,2012,46,1,1,2.1700001,2.1700001
PIEDMONT,AL110,City,,0159640,01,2012,204.67,1,1,.49000001,.49000001
RUSSELLVILLE,AL060,City,,0167056,01,2012,209,10,10,4.7800002,4.7800002
HAMILTON,AL053,City,,0132848,01,2012,435.60001,2,2,.46000001,.46000001
LUVERNE,AL088,City,,0144728,01,2012,138.17999,0,0,0,0
BRENT,AL151,City,,0109136,01,2012,69.300003,0,0,0,0
BREWTON,AL156,City,,0109208,01,2012,74.400002,0,0,0,0
